longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity;bedroom_share;population_per_room;<1H OCEAN;INLAND;ISLAND;NEAR BAY;NEAR OCEAN;median_rooms
-118.34;34.11;51.0;937.0;348.0;527.0;333.0;4.3571;468800.0;<1H OCEAN;37.13980789754536;0.5624332977588047;1;0;0;0;0;2108.0
-118.34;34.1;29.0;3193.0;1452.0;2039.0;1265.0;1.8209;500001.0;<1H OCEAN;45.47447541497025;0.638584403382399;1;0;0;0;0;2108.0
-118.34;34.1;24.0;1996.0;791.0;1215.0;672.0;1.5429;325000.0;<1H OCEAN;39.62925851703407;0.6087174348697395;1;0;0;0;0;2108.0
-118.34;34.1;28.0;2223.0;752.0;1271.0;684.0;2.5434;232100.0;<1H OCEAN;33.82816014394962;0.5717498875393612;1;0;0;0;0;2108.0
-118.33;34.1;30.0;5293.0;2446.0;4123.0;2127.0;1.51;187500.0;<1H OCEAN;46.211978084262235;0.7789533345928585;1;0;0;0;0;2108.0
-118.33;34.1;43.0;2732.0;1646.0;3049.0;1429.0;1.3157;333300.0;<1H OCEAN;60.24890190336749;1.1160322108345535;1;0;0;0;0;2108.0
-118.31;34.1;40.0;4984.0;2158.0;4828.0;2028.0;1.6903;350000.0;<1H OCEAN;43.298555377207066;0.9686998394863563;1;0;0;0;0;2108.0
-118.32;34.1;28.0;1759.0;716.0;1463.0;620.0;1.7306;450000.0;<1H OCEAN;40.70494599204093;0.831722569641842;1;0;0;0;0;2108.0
-118.3;34.1;35.0;7517.0;2961.0;5899.0;2769.0;1.9354;340000.0;<1H OCEAN;39.390714380736995;0.784754556338965;1;0;0;0;0;2108.0
-118.3;34.1;25.0;3926.0;1715.0;4865.0;1612.0;1.6112;262500.0;<1H OCEAN;43.68313805399898;1.239174732552216;1;0;0;0;0;2108.0
-118.31;34.1;36.0;2288.0;1033.0;3030.0;890.0;1.5328;250000.0;<1H OCEAN;45.1486013986014;1.3243006993006994;1;0;0;0;0;2108.0
-118.31;34.1;33.0;766.0;347.0;918.0;305.0;1.705;350000.0;<1H OCEAN;45.300261096605745;1.1984334203655354;1;0;0;0;0;2108.0
-118.33;34.1;48.0;1116.0;524.0;1610.0;483.0;1.625;237500.0;<1H OCEAN;46.95340501792115;1.4426523297491038;1;0;0;0;0;2108.0
-118.33;34.1;45.0;1913.0;696.0;1552.0;611.0;2.0888;237500.0;<1H OCEAN;36.382645060115;0.8112911657083115;1;0;0;0;0;2108.0
-118.32;34.1;43.0;1615.0;734.0;1460.0;644.0;1.4005;193800.0;<1H OCEAN;45.44891640866873;0.9040247678018576;1;0;0;0;0;2108.0
-118.32;34.09;34.0;2473.0;1171.0;2655.0;1083.0;1.6331;162500.0;<1H OCEAN;47.35139506672058;1.073594824100283;1;0;0;0;0;2108.0
-118.33;34.09;30.0;1679.0;682.0;1445.0;579.0;2.1403;200000.0;<1H OCEAN;40.61941631923764;0.8606313281715307;1;0;0;0;0;2108.0
-118.33;34.1;29.0;732.0;288.0;691.0;278.0;2.1866;250000.0;<1H OCEAN;39.34426229508197;0.9439890710382514;1;0;0;0;0;2108.0
-118.31;34.1;34.0;399.0;141.0;482.0;134.0;1.625;67500.0;<1H OCEAN;35.338345864661655;1.2080200501253133;1;0;0;0;0;2108.0
-118.31;34.09;34.0;2065.0;839.0;2626.0;775.0;1.8214;211100.0;<1H OCEAN;40.629539951573854;1.2716707021791767;1;0;0;0;0;2108.0
-118.31;34.09;28.0;720.0;267.0;891.0;265.0;1.8977;100000.0;<1H OCEAN;37.083333333333336;1.2375;1;0;0;0;0;2108.0
-118.31;34.09;37.0;773.0;435.0;835.0;312.0;1.8576;193800.0;<1H OCEAN;56.27425614489003;1.0802069857697283;1;0;0;0;0;2108.0
-118.32;34.09;32.0;563.0;191.0;626.0;185.0;2.0341;250000.0;<1H OCEAN;33.92539964476021;1.1119005328596803;1;0;0;0;0;2108.0
-118.32;34.09;27.0;210.0;98.0;332.0;112.0;2.5556;175000.0;<1H OCEAN;46.666666666666664;1.5809523809523809;1;0;0;0;0;2108.0
-118.32;34.1;36.0;1655.0;690.0;1957.0;633.0;1.7325;221900.0;<1H OCEAN;41.69184290030212;1.182477341389728;1;0;0;0;0;2108.0
-118.32;34.09;34.0;1478.0;675.0;1976.0;653.0;2.0557;225000.0;<1H OCEAN;45.66982408660352;1.3369418132611637;1;0;0;0;0;2108.0
-118.32;34.1;31.0;622.0;229.0;597.0;227.0;1.5284;200000.0;<1H OCEAN;36.81672025723473;0.9598070739549839;1;0;0;0;0;2108.0
-118.32;34.1;30.0;2193.0;965.0;2197.0;836.0;1.8277;137500.0;<1H OCEAN;44.00364797081623;1.0018239854081168;1;0;0;0;0;2108.0
-118.32;34.1;52.0;786.0;270.0;1165.0;273.0;2.2311;206300.0;<1H OCEAN;34.35114503816794;1.4821882951653944;1;0;0;0;0;2108.0
-118.3;34.1;29.0;3403.0;1367.0;3432.0;1174.0;1.7083;166700.0;<1H OCEAN;40.1704378489568;1.00852189244784;1;0;0;0;0;2108.0
-118.3;34.09;40.0;3058.0;1215.0;3953.0;1223.0;1.8156;218800.0;<1H OCEAN;39.73185088293002;1.2926749509483322;1;0;0;0;0;2108.0
-118.31;34.09;36.0;787.0;420.0;1506.0;360.0;1.2412;216700.0;<1H OCEAN;53.367217280813215;1.9135959339263025;1;0;0;0;0;2108.0
-118.3;34.1;38.0;2067.0;914.0;2717.0;853.0;1.7641;250000.0;<1H OCEAN;44.21867440735365;1.3144654088050314;1;0;0;0;0;2108.0
-118.3;34.1;36.0;2284.0;899.0;1964.0;839.0;1.9297;203300.0;<1H OCEAN;39.36077057793345;0.8598949211908932;1;0;0;0;0;2108.0
-118.29;34.09;34.0;2716.0;1114.0;2991.0;1021.0;1.7514;187500.0;<1H OCEAN;41.016200294550806;1.1012518409425627;1;0;0;0;0;2108.0
-118.3;34.09;36.0;2332.0;993.0;3155.0;927.0;2.2612;230400.0;<1H OCEAN;42.58147512864494;1.3529159519725558;1;0;0;0;0;2108.0
-118.29;34.1;39.0;631.0;298.0;744.0;274.0;2.7054;162500.0;<1H OCEAN;47.22662440570523;1.179080824088748;1;0;0;0;0;2108.0
-118.29;34.09;29.0;2240.0;792.0;2254.0;739.0;2.3317;172500.0;<1H OCEAN;35.35714285714286;1.00625;1;0;0;0;0;2108.0
-118.28;34.09;38.0;790.0;275.0;664.0;194.0;3.0357;175000.0;<1H OCEAN;34.810126582278485;0.8405063291139241;1;0;0;0;0;2108.0
-118.29;34.09;43.0;1583.0;658.0;1941.0;614.0;1.9835;225000.0;<1H OCEAN;41.56664560960202;1.226152874289324;1;0;0;0;0;2108.0
-118.29;34.09;28.0;1562.0;648.0;1974.0;597.0;1.9766;112500.0;<1H OCEAN;41.48527528809219;1.263764404609475;1;0;0;0;0;2108.0
-118.29;34.09;35.0;2198.0;998.0;3441.0;912.0;2.0467;158300.0;<1H OCEAN;45.4049135577798;1.5655141037306641;1;0;0;0;0;2108.0
-118.29;34.09;35.0;2624.0;1116.0;3548.0;1008.0;2.0132;198400.0;<1H OCEAN;42.53048780487805;1.3521341463414633;1;0;0;0;0;2108.0
-118.29;34.09;39.0;336.0;173.0;586.0;151.0;1.8056;262500.0;<1H OCEAN;51.488095238095234;1.744047619047619;1;0;0;0;0;2108.0
-118.29;34.09;52.0;1272.0;322.0;984.0;353.0;1.9063;261600.0;<1H OCEAN;25.31446540880503;0.7735849056603774;1;0;0;0;0;2108.0
-118.3;34.09;29.0;3245.0;1190.0;3906.0;1102.0;2.1927;253300.0;<1H OCEAN;36.67180277349769;1.203697996918336;1;0;0;0;0;2108.0
-118.3;34.09;25.0;2345.0;852.0;2860.0;862.0;1.4497;205600.0;<1H OCEAN;36.33262260127932;1.2196162046908317;1;0;0;0;0;2108.0
-118.3;34.09;32.0;2202.0;674.0;2178.0;635.0;2.0307;226700.0;<1H OCEAN;30.60853769300636;0.989100817438692;1;0;0;0;0;2108.0
-118.31;34.09;36.0;2517.0;842.0;2446.0;689.0;2.1524;187500.0;<1H OCEAN;33.452522844656336;0.9717918156535558;1;0;0;0;0;2108.0
-118.31;34.09;30.0;3165.0;1263.0;1165.0;1141.0;2.0;240600.0;<1H OCEAN;39.905213270142184;0.36808846761453395;1;0;0;0;0;2108.0
-118.31;34.09;29.0;1951.0;846.0;2500.0;813.0;1.5195;218200.0;<1H OCEAN;43.3623782675551;1.2813941568426448;1;0;0;0;0;2108.0
-118.32;34.09;44.0;2666.0;435.0;2297.0;726.0;1.676;208800.0;<1H OCEAN;16.316579144786196;0.8615903975993998;1;0;0;0;0;2108.0
-118.32;34.09;30.0;1871.0;766.0;2595.0;819.0;2.0044;212500.0;<1H OCEAN;40.94067343666489;1.386958845537146;1;0;0;0;0;2108.0
-118.32;34.09;28.0;2173.0;819.0;2548.0;763.0;1.879;218800.0;<1H OCEAN;37.68982972848596;1.1725724804417856;1;0;0;0;0;2108.0
-118.33;34.09;36.0;654.0;186.0;416.0;138.0;3.6953;200000.0;<1H OCEAN;28.440366972477065;0.636085626911315;1;0;0;0;0;2108.0
-118.33;34.09;36.0;561.0;180.0;340.0;127.0;1.4375;165000.0;<1H OCEAN;32.0855614973262;0.6060606060606061;1;0;0;0;0;2108.0
-118.33;34.09;29.0;2004.0;687.0;1514.0;542.0;1.9911;220000.0;<1H OCEAN;34.2814371257485;0.7554890219560878;1;0;0;0;0;2108.0
-118.34;34.09;5.0;2665.0;954.0;1733.0;766.0;2.3568;204700.0;<1H OCEAN;35.79737335834896;0.650281425891182;1;0;0;0;0;2108.0
-118.34;34.09;14.0;3032.0;999.0;1691.0;841.0;2.2;210000.0;<1H OCEAN;32.94854881266491;0.5577176781002638;1;0;0;0;0;2108.0
-118.34;34.08;50.0;3457.0;854.0;1584.0;841.0;3.1078;346700.0;<1H OCEAN;24.703500144634074;0.4582007520971941;1;0;0;0;0;2108.0
-118.34;34.09;52.0;1731.0;502.0;1165.0;466.0;3.2946;321600.0;<1H OCEAN;29.000577700751013;0.6730213749277874;1;0;0;0;0;2108.0
-118.34;34.08;52.0;1430.0;186.0;547.0;178.0;10.3661;500001.0;<1H OCEAN;13.006993006993007;0.3825174825174825;1;0;0;0;0;2108.0
-118.35;34.09;47.0;1800.0;546.0;1165.0;478.0;2.8021;280600.0;<1H OCEAN;30.333333333333336;0.6472222222222223;1;0;0;0;0;2108.0
-118.35;34.08;52.0;1003.0;200.0;514.0;204.0;3.8472;395700.0;<1H OCEAN;19.940179461615156;0.5124626121635095;1;0;0;0;0;2108.0
-118.35;34.08;52.0;2088.0;388.0;908.0;375.0;3.8141;342000.0;<1H OCEAN;18.582375478927204;0.43486590038314177;1;0;0;0;0;2108.0
-118.35;34.09;29.0;2210.0;643.0;1228.0;605.0;2.5982;315800.0;<1H OCEAN;29.095022624434392;0.5556561085972851;1;0;0;0;0;2108.0
-118.35;34.08;52.0;1710.0;350.0;727.0;355.0;4.5833;333900.0;<1H OCEAN;20.46783625730994;0.4251461988304094;1;0;0;0;0;2108.0
-118.36;34.08;52.0;1965.0;480.0;794.0;451.0;3.2824;304800.0;<1H OCEAN;24.427480916030532;0.4040712468193384;1;0;0;0;0;2108.0
-118.32;34.08;52.0;1164.0;257.0;575.0;251.0;3.125;380400.0;<1H OCEAN;22.079037800687285;0.49398625429553267;1;0;0;0;0;2108.0
-118.33;34.08;52.0;1777.0;454.0;671.0;439.0;3.5083;500001.0;<1H OCEAN;25.548677546426564;0.37760270118176703;1;0;0;0;0;2108.0
-118.33;34.08;50.0;2989.0;832.0;1345.0;775.0;3.2426;442900.0;<1H OCEAN;27.83539645366343;0.4499832719973235;1;0;0;0;0;2108.0
-118.31;34.08;30.0;1390.0;457.0;1460.0;423.0;2.2422;254500.0;<1H OCEAN;32.877697841726615;1.0503597122302157;1;0;0;0;0;2108.0
-118.31;34.08;31.0;2275.0;823.0;2189.0;720.0;1.7542;287500.0;<1H OCEAN;36.175824175824175;0.9621978021978022;1;0;0;0;0;2108.0
-118.32;34.08;46.0;2038.0;534.0;1250.0;525.0;2.4196;358100.0;<1H OCEAN;26.20215897939156;0.6133464180569186;1;0;0;0;0;2108.0
-118.31;34.08;29.0;1443.0;521.0;1264.0;450.0;2.7543;220000.0;<1H OCEAN;36.10533610533611;0.875952875952876;1;0;0;0;0;2108.0
-118.32;34.08;52.0;1137.0;304.0;754.0;297.0;3.37;330300.0;<1H OCEAN;26.73702726473175;0.6631486367634125;1;0;0;0;0;2108.0
-118.32;34.08;52.0;2370.0;473.0;1053.0;434.0;4.1429;380300.0;<1H OCEAN;19.957805907172997;0.4443037974683544;1;0;0;0;0;2108.0
-118.3;34.08;34.0;2501.0;1047.0;3326.0;970.0;1.8771;247500.0;<1H OCEAN;41.86325469812075;1.3298680527788884;1;0;0;0;0;2108.0
-118.3;34.08;36.0;1276.0;503.0;1502.0;450.0;2.1766;205600.0;<1H OCEAN;39.42006269592476;1.177115987460815;1;0;0;0;0;2108.0
-118.31;34.08;27.0;1514.0;510.0;1603.0;518.0;2.8971;251100.0;<1H OCEAN;33.68560105680317;1.058784676354029;1;0;0;0;0;2108.0
-118.31;34.08;26.0;1609.0;534.0;1868.0;497.0;2.7038;227100.0;<1H OCEAN;33.18831572405221;1.160969546302051;1;0;0;0;0;2108.0
-118.29;34.08;34.0;479.0;182.0;557.0;170.0;1.525;210000.0;<1H OCEAN;37.995824634655534;1.162839248434238;1;0;0;0;0;2108.0
-118.29;34.08;23.0;1864.0;937.0;2795.0;858.0;1.8495;212500.0;<1H OCEAN;50.268240343347635;1.4994635193133048;1;0;0;0;0;2108.0
-118.3;34.08;34.0;1562.0;651.0;1774.0;559.0;1.5685;225000.0;<1H OCEAN;41.67733674775928;1.1357234314980793;1;0;0;0;0;2108.0
-118.3;34.08;32.0;2880.0;1063.0;3646.0;1028.0;2.3846;258300.0;<1H OCEAN;36.90972222222222;1.2659722222222223;1;0;0;0;0;2108.0
-118.29;34.08;25.0;2459.0;823.0;2635.0;763.0;2.4;173900.0;<1H OCEAN;33.46888979259862;1.07157381049207;1;0;0;0;0;2108.0
-118.29;34.08;38.0;380.0;130.0;445.0;140.0;1.9286;137500.0;<1H OCEAN;34.21052631578947;1.1710526315789473;1;0;0;0;0;2108.0
-118.37;34.12;34.0;2821.0;399.0;843.0;391.0;11.615;500001.0;<1H OCEAN;14.1439205955335;0.2988302020560085;1;0;0;0;0;2108.0
-118.36;34.12;26.0;3902.0;610.0;1165.0;632.0;8.5136;500001.0;<1H OCEAN;15.633008713480267;0.29856483854433624;1;0;0;0;0;2108.0
-118.35;34.11;33.0;7478.0;1678.0;2701.0;1500.0;4.1717;500001.0;<1H OCEAN;22.439154854239103;0.3611928323081038;1;0;0;0;0;2108.0
-118.36;34.11;35.0;3946.0;695.0;1361.0;620.0;6.5195;500001.0;<1H OCEAN;17.61277242777496;0.3449062341611759;1;0;0;0;0;2108.0
-118.38;34.11;38.0;2601.0;523.0;870.0;474.0;7.1134;416700.0;<1H OCEAN;20.107650903498655;0.3344867358708189;1;0;0;0;0;2108.0
-118.37;34.11;42.0;5518.0;979.0;1863.0;957.0;8.5842;500001.0;<1H OCEAN;17.741935483870968;0.3376223269300471;1;0;0;0;0;2108.0
-118.36;34.1;36.0;2963.0;838.0;1129.0;745.0;2.5588;500001.0;<1H OCEAN;28.282146473169085;0.3810327370907864;1;0;0;0;0;2108.0
-118.37;34.1;37.0;407.0;67.0;100.0;47.0;15.0001;500001.0;<1H OCEAN;16.461916461916463;0.2457002457002457;1;0;0;0;0;2108.0
-118.38;34.1;39.0;3798.0;586.0;975.0;525.0;9.3092;500001.0;<1H OCEAN;15.429173249078461;0.2567140600315956;1;0;0;0;0;2108.0
-118.39;34.1;30.0;6310.0;957.0;1776.0;880.0;8.943999999999997;500001.0;<1H OCEAN;15.166402535657685;0.2814580031695721;1;0;0;0;0;2108.0
-118.39;34.09;41.0;730.0;126.0;230.0;125.0;4.3214;500001.0;<1H OCEAN;17.26027397260274;0.3150684931506849;1;0;0;0;0;2108.0
-118.36;34.09;38.0;2158.0;582.0;1061.0;577.0;2.9643;355300.0;<1H OCEAN;26.969416126042635;0.4916589434661724;1;0;0;0;0;2108.0
-118.36;34.08;29.0;3110.0;764.0;1557.0;763.0;1.9937;367100.0;<1H OCEAN;24.565916398713828;0.5006430868167202;1;0;0;0;0;2108.0
-118.37;34.08;52.0;2946.0;695.0;1258.0;650.0;3.9783;374100.0;<1H OCEAN;23.59131025118805;0.4270196877121521;1;0;0;0;0;2108.0
-118.37;34.08;22.0;3008.0;938.0;1224.0;816.0;3.2149;300000.0;<1H OCEAN;31.183510638297875;0.40691489361702127;1;0;0;0;0;2108.0
-118.37;34.09;31.0;2697.0;706.0;1059.0;689.0;2.8942;500001.0;<1H OCEAN;26.177233963663333;0.39265850945494996;1;0;0;0;0;2108.0
-118.36;34.08;45.0;2195.0;483.0;1265.0;455.0;3.3864;397900.0;<1H OCEAN;22.004555808656036;0.5763097949886105;1;0;0;0;0;2108.0
-118.37;34.08;52.0;1466.0;254.0;600.0;253.0;5.7524;393600.0;<1H OCEAN;17.32605729877217;0.4092769440654843;1;0;0;0;0;2108.0
-118.37;34.08;52.0;1234.0;223.0;543.0;213.0;6.0338;423700.0;<1H OCEAN;18.07131280388979;0.440032414910859;1;0;0;0;0;2108.0
-118.26;34.1;48.0;2566.0;571.0;1421.0;563.0;3.6579;318600.0;<1H OCEAN;22.25253312548714;0.553780202650039;1;0;0;0;0;2108.0
-118.26;34.1;52.0;1310.0;263.0;689.0;208.0;4.0721;350000.0;<1H OCEAN;20.076335877862594;0.5259541984732824;1;0;0;0;0;2108.0
-118.27;34.1;51.0;3149.0;519.0;1082.0;510.0;6.4459;421600.0;<1H OCEAN;16.481422673864717;0.34360114322006985;1;0;0;0;0;2108.0
-118.27;34.1;41.0;3729.0;740.0;1364.0;707.0;5.7778;412700.0;<1H OCEAN;19.84446232233843;0.36578171091445427;1;0;0;0;0;2108.0
-118.27;34.11;41.0;4138.0;1130.0;1859.0;1030.0;2.978;306800.0;<1H OCEAN;27.30787820202997;0.44925084581923636;1;0;0;0;0;2108.0
-118.28;34.11;46.0;1156.0;203.0;514.0;213.0;4.2019;352100.0;<1H OCEAN;17.560553633217992;0.444636678200692;1;0;0;0;0;2108.0
-118.28;34.11;52.0;2036.0;348.0;775.0;332.0;5.4122;397500.0;<1H OCEAN;17.092337917485263;0.3806483300589391;1;0;0;0;0;2108.0
-118.28;34.11;52.0;1803.0;437.0;787.0;388.0;4.5781;360500.0;<1H OCEAN;24.237382140876317;0.4364947310038824;1;0;0;0;0;2108.0
-118.28;34.1;44.0;2728.0;585.0;1227.0;567.0;4.0602;324000.0;<1H OCEAN;21.444281524926687;0.4497800586510264;1;0;0;0;0;2108.0
-118.27;34.1;50.0;2113.0;398.0;793.0;418.0;4.7132;304600.0;<1H OCEAN;18.835778513961195;0.3752957879791765;1;0;0;0;0;2108.0
-118.28;34.1;49.0;1767.0;467.0;1066.0;438.0;3.0958;210900.0;<1H OCEAN;26.428975664968874;0.6032823995472553;1;0;0;0;0;2108.0
-118.28;34.1;48.0;805.0;246.0;633.0;235.0;2.3421;200000.0;<1H OCEAN;30.559006211180122;0.7863354037267081;1;0;0;0;0;2108.0
-118.28;34.1;49.0;2843.0;880.0;2004.0;796.0;2.7875;217300.0;<1H OCEAN;30.953218431234614;0.7048892015476609;1;0;0;0;0;2108.0
-118.27;34.09;48.0;1527.0;295.0;589.0;286.0;4.1667;344800.0;<1H OCEAN;19.318925998690244;0.3857236411263916;1;0;0;0;0;2108.0
-118.27;34.09;52.0;3225.0;763.0;1559.0;710.0;3.9674;268800.0;<1H OCEAN;23.65891472868217;0.4834108527131783;1;0;0;0;0;2108.0
-118.28;34.09;52.0;2273.0;663.0;1480.0;597.0;2.3333;196500.0;<1H OCEAN;29.168499780026398;0.6511218653761549;1;0;0;0;0;2108.0
-118.27;34.09;29.0;2327.0;555.0;1048.0;491.0;3.7847;252300.0;<1H OCEAN;23.8504512247529;0.4503652771809196;1;0;0;0;0;2108.0
-118.26;34.09;51.0;1532.0;366.0;669.0;333.0;3.6434;278800.0;<1H OCEAN;23.890339425587467;0.4366840731070496;1;0;0;0;0;2108.0
-118.26;34.09;36.0;3503.0;833.0;2652.0;788.0;3.8448;241400.0;<1H OCEAN;23.779617470739367;0.7570653725378247;1;0;0;0;0;2108.0
-118.27;34.09;52.0;1079.0;222.0;439.0;201.0;4.625;230800.0;<1H OCEAN;20.574606116774792;0.4068582020389249;1;0;0;0;0;2108.0
-118.27;34.09;44.0;3646.0;912.0;1165.0;861.0;2.9709;225000.0;<1H OCEAN;25.01371365880417;0.3195282501371366;1;0;0;0;0;2108.0
-118.26;34.08;52.0;984.0;276.0;994.0;260.0;2.3816;166700.0;<1H OCEAN;28.04878048780488;1.0101626016260163;1;0;0;0;0;2108.0
-118.26;34.08;41.0;1396.0;360.0;1069.0;363.0;2.4375;203300.0;<1H OCEAN;25.787965616045845;0.7657593123209169;1;0;0;0;0;2108.0
-118.26;34.08;46.0;945.0;250.0;910.0;252.0;3.5039;187500.0;<1H OCEAN;26.455026455026452;0.9629629629629629;1;0;0;0;0;2108.0
-118.27;34.08;35.0;1147.0;365.0;1016.0;296.0;2.3913;198800.0;<1H OCEAN;31.82214472537053;0.8857890148212729;1;0;0;0;0;2108.0
-118.26;34.07;36.0;2306.0;813.0;1165.0;765.0;2.0214;170500.0;<1H OCEAN;35.25585429314831;0.50520381613183;1;0;0;0;0;2108.0
-118.26;34.07;28.0;579.0;184.0;673.0;202.0;2.625;187500.0;<1H OCEAN;31.77892918825561;1.162348877374784;1;0;0;0;0;2108.0
-118.27;34.07;27.0;1190.0;435.0;1795.0;422.0;1.7016;160000.0;<1H OCEAN;36.554621848739494;1.5084033613445378;1;0;0;0;0;2108.0
-118.27;34.08;38.0;2265.0;801.0;2899.0;792.0;2.5521;157500.0;<1H OCEAN;35.36423841059603;1.2799116997792495;1;0;0;0;0;2108.0
-118.27;34.08;46.0;3007.0;854.0;1165.0;814.0;2.7179;184300.0;<1H OCEAN;28.400399068839377;0.38742933155969406;1;0;0;0;0;2108.0
-118.28;34.08;42.0;997.0;374.0;1165.0;372.0;2.9423;200000.0;<1H OCEAN;37.512537612838514;1.168505516549649;1;0;0;0;0;2108.0
-118.28;34.08;52.0;2465.0;773.0;2328.0;746.0;2.6178;203100.0;<1H OCEAN;31.359026369168358;0.944421906693712;1;0;0;0;0;2108.0
-118.27;34.08;43.0;962.0;253.0;658.0;244.0;3.2386;185000.0;<1H OCEAN;26.2993762993763;0.683991683991684;1;0;0;0;0;2108.0
-118.27;34.07;38.0;1270.0;556.0;1692.0;450.0;1.87;170800.0;<1H OCEAN;43.77952755905512;1.332283464566929;1;0;0;0;0;2108.0
-118.28;34.08;42.0;1618.0;522.0;1454.0;440.0;3.1607;182000.0;<1H OCEAN;32.26205191594561;0.8986402966625463;1;0;0;0;0;2108.0
-118.28;34.09;52.0;1739.0;464.0;938.0;482.0;2.4429;228800.0;<1H OCEAN;26.682001150086254;0.5393904542840713;1;0;0;0;0;2108.0
-118.28;34.08;39.0;3162.0;896.0;1934.0;818.0;2.875;213500.0;<1H OCEAN;28.336495888678055;0.6116382036685643;1;0;0;0;0;2108.0
-118.28;34.08;40.0;1630.0;543.0;1568.0;510.0;2.7366;169100.0;<1H OCEAN;33.312883435582826;0.9619631901840491;1;0;0;0;0;2108.0
-118.28;34.09;49.0;3828.0;1197.0;2862.0;1009.0;2.4677;219200.0;<1H OCEAN;31.269592476489027;0.7476489028213166;1;0;0;0;0;2108.0
-118.23;34.07;35.0;1335.0;440.0;1586.0;445.0;1.9722;156300.0;<1H OCEAN;32.958801498127336;1.1880149812734082;1;0;0;0;0;2108.0
-118.23;34.07;40.0;506.0;119.0;397.0;114.0;3.1944;143800.0;<1H OCEAN;23.517786561264824;0.7845849802371542;1;0;0;0;0;2108.0
-118.24;34.08;52.0;109.0;20.0;86.0;24.0;4.9844;187500.0;<1H OCEAN;18.34862385321101;0.7889908256880734;1;0;0;0;0;2108.0
-118.24;34.08;52.0;137.0;26.0;65.0;24.0;4.025;137500.0;<1H OCEAN;18.97810218978102;0.4744525547445255;1;0;0;0;0;2108.0
-118.23;34.09;47.0;859.0;239.0;913.0;234.0;2.6442;136100.0;<1H OCEAN;27.823050058207215;1.0628637951105937;1;0;0;0;0;2108.0
-118.23;34.09;49.0;1638.0;456.0;1500.0;430.0;2.6923;150000.0;<1H OCEAN;27.83882783882784;0.9157509157509157;1;0;0;0;0;2108.0
-118.23;34.09;45.0;1747.0;484.0;1680.0;441.0;2.6051;155500.0;<1H OCEAN;27.70463651974814;0.9616485403548941;1;0;0;0;0;2108.0
-118.25;34.09;52.0;2050.0;429.0;957.0;418.0;3.5603;210000.0;<1H OCEAN;20.926829268292682;0.46682926829268295;1;0;0;0;0;2108.0
-118.25;34.09;52.0;104.0;20.0;32.0;17.0;3.75;241700.0;<1H OCEAN;19.230769230769234;0.3076923076923077;1;0;0;0;0;2108.0
-118.25;34.08;44.0;1425.0;438.0;1121.0;374.0;2.1108;200000.0;<1H OCEAN;30.736842105263158;0.7866666666666666;1;0;0;0;0;2108.0
-118.25;34.08;47.0;2133.0;689.0;2104.0;662.0;2.6136;169200.0;<1H OCEAN;32.3019221753399;0.986404125644632;1;0;0;0;0;2108.0
-118.25;34.09;43.0;1903.0;635.0;1919.0;613.0;2.6336;174300.0;<1H OCEAN;33.368365738307936;1.0084077771939044;1;0;0;0;0;2108.0
-118.25;34.09;52.0;1866.0;470.0;1211.0;417.0;2.935;189400.0;<1H OCEAN;25.187566988210076;0.6489817792068596;1;0;0;0;0;2108.0
-118.26;34.08;50.0;1791.0;660.0;2183.0;675.0;1.7945;166700.0;<1H OCEAN;36.85092127303183;1.2188721384701284;1;0;0;0;0;2108.0
-118.26;34.08;45.0;2174.0;627.0;1992.0;557.0;2.5428;167800.0;<1H OCEAN;28.840846366145357;0.9162833486660533;1;0;0;0;0;2108.0
-118.25;34.09;52.0;3142.0;765.0;1728.0;682.0;3.1864;189800.0;<1H OCEAN;24.3475493316359;0.5499681731381286;1;0;0;0;0;2108.0
-118.26;34.08;45.0;2225.0;827.0;2699.0;792.0;1.9209;179200.0;<1H OCEAN;37.1685393258427;1.2130337078651685;1;0;0;0;0;2108.0
-118.26;34.07;46.0;2341.0;703.0;2371.0;648.0;2.4038;181700.0;<1H OCEAN;30.029901751388294;1.0128150363092696;1;0;0;0;0;2108.0
-118.26;34.07;52.0;830.0;200.0;701.0;189.0;2.7625;232100.0;<1H OCEAN;24.096385542168676;0.844578313253012;1;0;0;0;0;2108.0
-118.25;34.07;47.0;2059.0;618.0;2033.0;544.0;1.9028;217900.0;<1H OCEAN;30.014570179698886;0.9873725109276348;1;0;0;0;0;2108.0
-118.25;34.07;43.0;764.0;322.0;1275.0;306.0;2.0;175000.0;<1H OCEAN;42.14659685863874;1.668848167539267;1;0;0;0;0;2108.0
-118.25;34.06;20.0;41.0;17.0;87.0;25.0;1.5491;225000.0;<1H OCEAN;41.46341463414634;2.1219512195121952;1;0;0;0;0;2108.0
-118.24;34.07;27.0;223.0;80.0;249.0;82.0;1.6136;137500.0;<1H OCEAN;35.874439461883405;1.116591928251121;1;0;0;0;0;2108.0
-118.25;34.07;29.0;4297.0;1420.0;4332.0;1286.0;2.2545;192500.0;<1H OCEAN;33.046311380032584;1.00814521759367;1;0;0;0;0;2108.0
-118.25;34.07;16.0;719.0;225.0;801.0;218.0;2.3942;133300.0;<1H OCEAN;31.29346314325452;1.1140472878998608;1;0;0;0;0;2108.0
